,text,polarity Score,label
846,"tidurr uda skincare night routine belumm skipp yaa meemin kasi rekomendasi skincare favoritee manfaat serumm
",8,Positive
847,"lazbeautyjakartaxbeauty mata beli lazadians makeup skincare
",-1,Negative
848,"oke up ga baru skincare yaa
",2,Positive
849,"jb ada seller skincare grup order request produk join hihi dom
",0,Neutral
850,"selamat jerawat muu bingung beli skincare sesuai masalah jerawat yuk coba intip produk acare kit cocokk
",4,Positive
851,"rencana lepas krim dkter puasa skincare lambat iya
",-10,Negative
852,"hai kirakira pakai skincare yaa hilangin whiteheads hidung bibir tia
",-1,Negative
853,"kode voucher input diskon dia haircare bodycare verra aksesoris asusu susu dishop pakai anak nik skincare makeup cahaya apotik oolid aksesoris shell candra
",-4,Negative
854,"teman abisin duit skincare beli now watching serum moist toner lain awat muka bekas jerawat pori komedotekstur kulit ga meratamenurut mahal banget ga
",3,Positive
855,"buk sesuk meh tumbas skincare sak paket halah ngopo skincare duwe pacar kalah karo bocil ibukku nek bicara langsung jleb tenan tusuk hati mungil
",-25,Negative
856,"why suka skin tint vitamin c so skincare makeup at same time best spfpa as your sunscreen so korang pakai sunscreen takpa
",3,Positive
857,"mantap banget beli skincare hits ribu promo cuan diskon sesi shopee live bareng ruben onsu besok jam wib lhoo set reminder
",12,Positive
858,"abb mummy papa ko kon samjhaye ki night skin care krna makeup krna nhi hota h
",2,Positive
859,"capek banget muka kusam wajah leher kayak gelap tandatanda skincarenya sesuai iya recommend brand skincare basic fwmoistss ampuh cerah dongg
",-1,Negative
860,"orang ngurusin lgbt semangat semangat berfikir lemari es isi kopong bayar utang genteng rumah bocor tagih kredit cari promo skincare glowup lain
",-20,Negative
861,"skin care products kuch nhi hota banda khush ho dil glow khud hai ajaata hai
",8,Positive
862,"iya beli mekap skincare ga offline store iya shopee mall
",1,Positive
863,"cari cowo otak males mikirin cowo ken borong skincare glow up dahsyat karir fisik pikir atittude
",-19,Negative
864,"ayah kerja nder enak kasih skincaremake up diberangkatin umroh wisata bareng keluarga semenjak corona ga
",-3,Negative
865,"minggu sore santaisantai prepare checkout skincare clarins lazmallidxclarins bigbrandday juli diskon beli hadiah original gratis ongkos kirim buru beli tambahkehidupmu
",5,Positive
866,"sebenernya insecure orang cakep langsung bilang laki pakai up laki pakai skincare ngatain plastik iya ampun teman benah wajah laki cakep
",0,Neutral
867,"pakai skincare tidur ujung luntur air mata wkkw
",-11,Negative
868,"mimin bisikin skincare kulit sempurna face temulawak beli lazmall diskon sd hadiah tarik voucher diskon serbu tambahkehidupmu
",9,Positive
869,"beli skincare gila macamni percaya is more
",-2,Negative
870,"hyaluronic acid hyaluronic acid senyawa skincare fungsi tahan air kulit hidrasi lembap kandung temu produk awat kulit lembap serum krim antipenuaan
",0,Neutral
871,"lahh perli jual skincare jual jual air liur jual anything money perli cakap sengkek cakap lut dkt
",-5,Negative
872,"jurus didik kimia beauty consultant salah brand skincare
",-7,Negative
873,"rek ready skincare ori underprice freeong shopi order voc diskn shopi live by req
",3,Positive
874,"beneran salah sebab pakai skincare abal kulit tipis rambut tumbuh lebaturat
",0,Neutral
875,"unit sugar daddy kaleng skin care pakai up smpe tas pakai up dimodalin
",-3,Negative
876,"nikmat konten makna informasi nangkepnya back to basic iya benernya tenangin kulit take action kulit spkk ujung fokus basic skincare kondisi kulit udah oke
",8,Positive
877,"tauu lucu banget kocak echi ga masak bakar dapur ty gitu tabung diabisin echi beli skincare hilang buku
",-6,Negative
878,"nama realistis nder calon ngajak join income banget gaji nabung asset biaya operational rumah tangga butuh wanita skincare baju lain mkn calon penuhin
",3,Positive
879,"tutty fruity mcm muncul motorola henfon rorine kasut beg avon mekap skincare okay
",1,Positive
880,"lipbalm merk sunscreen skincare routine ges leebih manfaat
",5,Positive
881,"terakhiir selagi gaji restock skincare
",0,Neutral
882,"berani pakai kosmetik skincare muka duga susah ngatasinnya
",-3,Negative
883,"ortunya edukasi anak anak larang sentuh milik orang standar ganda nampar lakilaki bapak dimarahin warganet coba balik skincare mahal
",-23,Negative
884,"wkawka sadar kayak lemari es khusus skincare gasii
",-4,Negative
885,"jadi hitung beli skincare pakai up jarang beli offline camat diskon diitung online ga event itungannya murah anak kost nyetok event gitu
",8,Positive
886,"lek ngunu iya langsung panas tambah iya urep urep ku dewe duwek duwek ku dewe ga lok makan nukokno skincare ro ngopeni ae nyacat e ga kuiro kiro cangkeman koyok yok yok o ae mbe korea iya jek ngganteng korea
",5,Positive
887,"sebentar inituh harga paket treatment skincare paket treatment oke segitu iya iya cari klinik quality udah cuy
",1,Positive
888,"nikah kuliah bicara mamah mu nder promo sopi beli engga checkout pakai uang mamah gamungkin bulan full checkout skincare sayang promonya ga
",-11,Negative
889,"jujur iyaa ngerasain alhamdulillah look better hrsnya protes orang cantik rajin skincare tingkatin value kurang nyalahin org value
",-11,Negative
890,"clay masker pakai originote iya coba satu produk affordable sesuai beli real ribu
",6,Positive
891,"serum bulumata pengaruh lashboss originote gess perih
",-6,Negative
892,"pakai peeling serum originote hasil asa bersih muka komedoan iritasi udahan muka asa lembut lumayan cerah
",1,Positive
893,"masalah jerawat gampang merah coba originote suka series sesuai kulit jerawat
",-14,Negative
894,"sunscreen originote reformulasi ga perih mata tekstur gel lotion ringan banget real spf pa lindung kulit sinar uva uvb uji invivo
",-1,Negative
895,"originote murah banget
",3,Positive
896,"suka pakai bha charcoal clay masker originote murmer isi sayy murah kualitas cakep x pakai kulit langsung bersih hasil ga langsung iya pakai clay mask gas
",13,Positive
897,"produk originate bagus kah
",3,Positive
898,"orang makan produk skintific viral langsung coba emang bagus banget harga lumayan mahal stop masuk originote harga murah surprisingly to bagus hasil muka
",12,Positive
899,"dapat harga spesial originote hyalucera moisturizer gel lazada
",7,Positive
900,"checkout originote
",0,Neutral
901,"waah nonton video beware serang umkm produk indo tiktok shop peta market barang mati habis masuk dupenya lbh murah salah satu skintific kanada originote
",-15,Negative
902,"udah niat pakai originote skintific gbsa diem
",-2,Negative
903,"acne serum originote bau cincau mah da
",-4,Negative
904,"nder titip iya cari moisturizer originote live checkout besok
",0,Neutral
905,"henti keluar gebrak iya originote
",-7,Negative
906,"mjb toko live hari kali cekout kakak checkout barang checkout originote ko motong yaa
",3,Positive
907,"cari serum niacin murce bolehh coba omg pakai bareng toner moist originote mantulita
",-4,Negative
908,"blom coba beli originote mesti kahabisan coba somethinc iya ken cari tekstur originote sebenernya butuh serum nguatin bulu mata lumayan
",-12,Negative
909,"terluv banget peeling serum originote pumpnya simple mudah buka tutup sesuai banget bulan cerah
",1,Positive
910,"kurleb pake moist hyalucera originote jujur kulit lembab bagi pipi lumayan kering tzone minyak bruntusan jrng muncul gk nyesel nemuin moist
",-6,Negative
911,"hadiah yuk produk org menang originote pl cleanser glutanex sheet mask rules follow like tweet like thread bawah reply hadiah
",13,Positive
912,"lupa siap produk shopee mall sesuai gambar voucher coba sd min transaksi voucher muncul jam siap produk halaman toko wings originote
",9,Positive
913,"special bundle in originote pilih kit sesuai butuh kulit wajah buru check promo zonabelanja
",0,Neutral
914,"rekomendasiin moisturizer oily skin redness piepih jerawat on off pakai pribadi all eiem originote yaa terima kasih
",-1,Negative
915,"tolong banget rekomendasiin pakai pribadi harga terjangkauu skintific eiem originote yaa terima kasih
",6,Positive
916,"sentuh tambahin lips serum originote pakai tap tap lips serum multifungsi banget pakai lip preptopper oke banget
",4,Positive
917,"lip prep koentji sblm pakai lip cream pakai originote lip oil amin kurleb menit lip oil tekstur wateryoil alias ringan ga berat lengket
",-1,Negative
918,"iya originote bha charcoal clay mask lokal brand emang gada abisabisnya ciptain produk mantap ramah kantong heran thing packagingnya tube plastik doff ukur gede tutup bulat gemecc abiezz gtlt
",2,Positive
919,"skincare makeup preloved originote moisturizer kondisi originote toner kondisi originote serum kondisi cleora exfoliating gel kondisi jamin ori milik pribadi bersih awat safe packing jateng preloved
",7,Positive
920,"lupa pantengin live originote flash sale rp
",0,Neutral
921,"nemuin sunscreen sesuai kusam habis diapply mahal nemu sunscreen affordable lembab muka ga whitecast ga kusam alhamdulillah mntep sunscreen originote
",1,Positive
922,"originote lokal brand masuk drugstore lokal product price milik je
",-2,Negative
923,"umur extra jaga kulit wajah tunda tua pakai retinol bantu hilang kerut mata jujurly udah pakai retinol dr produk belah ga pengaruh apaapa alih originote
",-12,Negative
924,"originote diskon up to urut harga rendah
",0,Neutral
925,"ken coba originote dear salicylic acid cr pict google
",1,Positive
926,"pakai lash brow serum originote pagi malam rajin banget pakai in lash brow serum numbuhin bulu mata banget rontok jepit bulu mata
",-14,Negative
927,"originote harga special live diskon yuhuuww harga tinggal ribu cicamide facial cleanser face wash astachiol serum moisturizer hyalucera
",12,Positive
928,"retinol fungsi umur kerut tipis bawah mata hidung iya saranin bagus pikir originote
",-13,Negative
929,"iya originote sunscreen spray sunscreen spray murah bawa pergi oke banget travel friendly makan habis botol
",-2,Negative
930,"rekomendasi eye serum eye serum originote eye serum something harga promo eye serum formula eye serum npure
",6,Positive
931,"doyan pakai up pakai mascara takut bulu rontok gundul rawat pakai in brow lash serum originote pakai pagi malam rutin tidur habis skincarean oo
",-10,Negative
932,"syapaa pakai skincare originote hitam gratis ngetweet review produk
",0,Neutral
933,"eh originote produk oke mois retinol vitamin c mantap banget harga affordable banget mahasiswa kaya akuu coba moisturizer originote ga alih produk suka banget
",20,Positive
934,"start to romantizing your skin right noow finally coba serum inceranku originote txa dark spot serum hihii supeer bahagia
",-2,Negative
935,"rutin pakai serum hyalu c retinol originote pelan kulit better tekstur cpt nyerap sllu cepat cepat
",-3,Negative
936,"no debat eyelash serum originote bulu mata lentik ga gampang rontok huhuu kerenn produk
",-6,Negative
937,"pamer kayak lambat ga originote harga murah kukka share alhamdulillah harga gin nombok ongkos kirim worth iya
",4,Positive
938,"lazflash extra spesial bundle originote produk cm brightening kit acne kit barier kit kit kit paket glade matic udah refil pcs
",9,Positive
939,"kenalin masker suka originote suka masker muka mulus tipe masker gk narik muka kering tekstur lohh lembut banget pict
",4,Positive
940,"sadar skincare routine banyak produk originote produk bagusbagus harga kantong kering banget promo pokok luv banget originote
",12,Positive
941,"clay mask ngangkat komedo kecilin poripori iya pakai originote charcoal bagus ga
",1,Positive
942,"manfaat moisturizer originote ceratinol jely booster cica b hylucera harga promo
",8,Positive
943,"buset dh keren wir salah tingkah ga pengaruh ken coba brightening moisturizer originote iyain melulu pakai ngeliatin anw emang bagus moistnya kulit cowoku peduli skincare ckep btul
",-17,Negative
944,"pakai produk originote facial cleanser toner serum mosturizer suncreennya beneran kulit sehat glowing nyangka harga affordable hasil keren gin theoriginote
",9,Positive
945,"paket hemat ukur full size in originote kit pakai voucher
",7,Positive
946,"ga erti brand produk jatuh cinta yups originote in brow lash serum serum eyelash rban jatuh cinta banget kualitas oke harga super affordable
",-3,Negative
947,"pcs produk originote diskon pakai voucher
",9,Positive
948,"wajib lip prep pakai lippies hasil bagus pakai lip serum originote harga murah kualitas oke
",14,Positive
949,"promo produk originote cek etalase live toko urut harga rendah halaman produk
",6,Positive
950,"kulit sensitif suka merah pakai moist originote kulit sehat neng banget nemuin produk sesuai kulit sensitif
",3,Positive
951,"jb skintific somethinc wardah senka azarine originote scarlett garnier garnier pcs iya harga voc live jatim gratong xtra
",6,Positive
952,"attention geess lip serum originote gk lembap cerah mari bukti
",0,Neutral
953,"coba lip oilnya originote dry lips friendly banget bibir plumpyy lt
",2,Positive
954,"beneran dehh habis pakai retinol originote kulit pagi mesti bersih cerah mantap tu ga efek cekitcekit wajah pakai retinol
",12,Positive
955,"finally wishlist check originote niaceramide sunscreen mist spf pa reapply enak banget matahari
",1,Positive
956,"panas panas lupa pake sunscreen teman andal hri pake originote bcs bagus isi
",-9,Negative
957,"beli vit c originote sesuai vit c bekas jerawat bener kurang banget
",-6,Negative
958,"originote udah sekian lambat cari moist sesuai nemuin moist originote enak banget pakai kulit gradakan lembut lumayan lembab sesuai base pakai up pakai up nempel
",-1,Negative
959,"pakai mugwort b clay stick mask originote produk layak emang bagus coba kulit oh iya skincarenya pakai toner serum moist originote
",1,Positive
960,"moisturizer originote segel sharing bundle orang gajadi take vitamin c price nett iya original beli lazmall lazada kirim depok
",0,Neutral
961,"originote murah banget heran produk bagus bagus banget moistnya busett
",4,Positive
962,"selldips start from originote skincare original anter kos barang segel preloved monggo
",3,Positive
963,"bala originote micellar water garnier sabun pyary sheetmask harga ribu
",-2,Negative
964,"braw preloved originote segel exp rep iya pastiin buka makaci
",-3,Negative
965,"sekian purnama cari moist sesuai finally nemu moist gk thick dry skin sumuk sumpah adem banget moistnya originote enak base makeup tahan lambat gitu
",-14,Negative
966,"bli serum retinol originote pakek malam ndes
",-1,Negative
967,"nder skintype minyak jerawat skincare hasil kena racun base kulit mending banget facial wash wardah hydra rose toner hadalabo serum revox malam bio beauty lab pagi moist cosrx oil free sunscreen originote
",-3,Negative
968,"pakai kecuali originote retinol byt colla iya ongkos kirim full tanggung menang
",3,Positive
969,"habis checkout produk originote ceratinol moist bcs ramai tiktok yaa finally try this product bagus yak think this lembab cepat resap mudah diblend packagenya pakai pump enak diapply
",-4,Negative
970,"sunscreen maksud niaceramide sunscreen mist from originote guyss niaceramide sunscreen mist kandung niacinamide ceramide mushroom blend penting kandung spf pa
",-6,Negative
971,"skintific je china produk mcm originote sea makeup china dh lepas masuk watson guardian tu selamat mesti dh tapis takda paham ria attack skintific pdhl produk pon dr china
",0,Neutral
972,"bjir lihat noh originote under cuk at least pakai facial wash moisturizer sunscreen bjir
",4,Positive
973,"ngomong-ngomong pergi kampus makeup reapply dosa reapply penting rajin reapply pakai sunscreen spray murah originote link
",-7,Negative
974,"so pakai produk pakai sure bibir lembab prepare bibir pakai lip oilnya originote texturenya ringan ga lengket ga minyak pakai tahap skincare makeup ga basah lip oil kandung
",7,Positive
975,"exfoliasi nder udah minggu pake toner exfoliasinya originote komedo hidung kurang alus
",-8,Negative
976,"pakai vit c lanjut sunscreen bedak tabur finishingnya cakep banget kayak apaa yaa beneran satu gitu sukakk warna kulit rata cepat pudar bekas jerawat oke banget originote lt
",-6,Negative
977,"coba pakai originote azarine bagus murah
",4,Positive
978,"coba kaa udah pakai moisturizer hyalucera kurleb jar sesuai acne prone skin to sensitive skin lumayan banget ngelembabin tipe susah cari mois sesuai originote alhamdulillah sesuai
",0,Neutral
979,"mu umur ragu pakai retinol ku kasih retinol aman murah originote
",-3,Negative
980,"originote salah brand chna chna profesional palestina perilaku uyghur tindak
",-2,Negative
981,"yaelah skincare harga biji kom contoh originote tahan gamau langsung pakai sunscreen micellar water harga under bulan tahan
",1,Positive
982,"luar ruang udah coba merk azarine spf penasaran merk originote sepupu pakai bagus lambat maju mundur ken coba takut sesuai iya bagus
",-10,Negative
983,"semenjak jadi skintific originote skincare emang fokus brand lokal moga nyusul sektor
",-1,Negative
984,"coba kak banget trnyata beli eyelash serum merk originote
",3,Positive
985,"bulan gin coba rajin exfo skincarenya coba pakai originote lupa masker iya
",-4,Negative
986,"scarlett bagus mindra kuning muka normal to dry biru normal to oily originote bagus banget murce udah spf pa
",-2,Negative
987,"pakai poremizing skin type dry sensitif pakai muka rusak banget jerawat gara gara pakai originote alhamdulillah pakai minggu pulih bersih skin barrier baik banget
",2,Positive
988,"toner glowmaker tts originote serum tts originote somethinc moist eiem originote wardah oren skinaqua tutup putih azarine st oily acne prone lengkap
",-7,Negative
989,"korang korang makcik pakcik raya makcik bawa makeup skincare anak anak dara
",-9,Negative
990,"din mn waqt wuzu kakak pan mun py pry to skin care ki zrorat prti
",2,Positive
991,"yuk hadiah skincare oasea coba follow like twt twt quote reply done goodluck
",7,Positive
992,"hadiah special thr hadiah uang kskincarehijab menang rules ceritain alam memorable happykocaksedih lebaran serta foto tarik mention mutual cerita serta hashtag adaramelebaran goodluck
",10,Positive
993,"priviledge income saran habis gizi nutrisi personal care rasa pakai shampo volume up facial wash skincare dermatologist rutin dokter gigi beli celana proper parfum vitamin
",2,Positive
994,"ngeracunin bodylotion wangi banget ga hilang bilas pakai aer inggredientsnya tertawa allantoin shea butter glucosamine niacinamide body lotion kandung skincare
",12,Positive
995,"dermatologist secret to glass skin retinol in your daily skincare routine korang awal start retinol antiaging mula jom add on produk
",-2,Negative
996,"percaya rajin skincare minum collagen cepat progressnya kulit awat swegerr
",-2,Negative
997,"skin care
",2,Positive
998,"wow skincare indomaret bagusbagus guyss kemarin sengaja nemu produk sayang jugaa tebak produk apaa
",1,Positive
999,"perempuan rela habis uang beli skincare baju apa dukung tampil dar rawat sadar era beauty previllege beneran nyata medsos real life
",-5,Negative
1000,"jom join preorder skindutti harga masuk akal lepastu beli of these package chance menang skindutti skincare supply tahun beli drop phone number dkt form kasi link
",1,Positive
1001,"ngerasa ramadhan cuaca terik berkativitas motor kemanamana rentan banget kulit kering sisik gin
",-5,Negative
1002,"skincare under price bundle after diskon preloved yaa ga tuker barang dipacking
",2,Positive
1003,"fase puasa gin suka pengaruh ga kulit lbh kering dehidrasi kulit ttp sehat coba pakai skincare sifat lbh melembabkan share hydrating skincare routine ala iya racuninskincare
",-1,Negative
1004,"umur should consider retinol skincare korang hype sheet mask from vt cosmetics found out drg retinol mask m sold m gonna buy this my skin mcm basic skincare it needs extra
",-2,Negative
1005,"kampung travel raya mesti pakai up skincare bawa kene kemas elok takut tinggal mudah travel bag mcm toilet touch up senang
",-15,Negative
1006,"menang yuu skin condition bekas jerawat jerawat aktif pakai skincare minimalisir skincare ttp exfo x pakai moisturizer sunscreen
",-5,Negative
1007,"pakai skincare begadang jitu miskin
",-7,Negative
1008,"kos suka banget mejuhin muka muka tembem banget jdinya kntlnya suka ngacengan catokan rambut pejuhin skincaree skincare tambahann
",6,Positive
1009,"pagi dipejuhin tetangga gede minjem bareng salfok lihat kntl ngaceng pagi dipejuhin muka skincare nihh ughh
",-13,Negative
1010,"pusing banget baca sahabat cowo iseng nyobanyoba skincare adeknya pingin glow up pakai skincare siang kulit bakar merah ternyataselama pakai serum retinol siang siang gapake sunscreen
",-9,Negative
1011,"iya cewek effortnya banget cantik bayangin haircare skincare bodycare nailcare serum bibir serum bulu mata gampang cowo suka
",-6,Negative
1012,"pancut bekas skincare dh kosong sapa bekas air mani tu ciel full on channel
",-5,Negative
1013,"korang beg letak skincare etc reccomend this benda setia teguh utuh beg waterproof skincare muat masuk mekap je beg
",-7,Negative
1014,"pgn skincare ku look at my glowy healthy plumpy skin pdhl skincare tahap padet banget isi full hidrasi lemme know pgn coba wait tunjuk produk
",0,Neutral
1015,"hadiah skincare orang follow repost like tweet thread bawah reply iya reply a b x hadiah zonacuan
",4,Positive
1016,"ga paham skincare no wonder campaign drama brigtly kulit ayam ampas banget
",-3,Negative
1017,"harga skin care zayyan mahal iya
",4,Positive
1018,"angkat tangan kaya saking suka sunscreen azarine all varian start rban real uji in vivo in vitro nongreasy nonsticky skincare infused pilih sesuai tipe kulit racuninskincare racuninsunscreen
",5,Positive
1019,"paket skincare makeup lebaran eidready dispill wajib banget twit iya goddess
",5,Positive
1020,"ok ulang kali umur masuk series invest in high end skincare iya ladies gonna terima kasih your skin later lancome brand tahun best gilaa beli normal price now je beli time sale hahahah
",-1,Negative
1021,"om rumah suka sangean banget kntlnya suka banget mejuhin muka smpe kaya gin suka banget habis mejuhin suruh foto bahan om om kerjaa om suruh pejuhnya bahan skincare xixix
",3,Positive
1022,"dalem her korean skincare
",-2,Negative
1023,"watery moisturizer skingamegtgtgt moisturizer skingame teman setia percaya banget basic skincare mantap kulit cepat recoverynya jerawat acne prone skin approved coba racuninskincare
",-1,Negative
1024,"korang try tatagaltier tehsunny
",0,Neutral
1025,"skip leher cerah a thread
",5,Positive
1026,"neng banget nemu produk ngebantu mudarin bekas jerawat bulan bekas jerawat susah banget ilangnya telaten pakai skincare cepat hilang pakai produk apaa
",-1,Negative
1027,"ngomong-ngomong know know teholive masuk botol pastu belek belek skincare sangka product
",-6,Negative
1028,"spearmint tea help hormonal acne pakai skincare okay maybe try minum pulak
",2,Positive
1029,"kst video ditakedown kurang klip skincare routine malam dipost tunggu sebentar iya ga ubah banget ku rekam klip video
",-10,Negative
1030,"rekomendasi serum retinol a thread
",0,Neutral
1031,"sebentar lebaran teman rawat kulit wajah salah exfo mula saranin banget coba serum exfo perfect white racunskincare skincare
",-10,Negative
1032,"pakai skincare ga pakai sunscreen bingung pakai sunscreen takut ga sesuai skintype bahas sunscreen harga start ribu jenis kulit racuninsunscreen racuninskincare
",2,Positive
1033,"ajar skincare cy udah apus vidionyaa
",-3,Negative
1034,"dapetin free voucher staycation paket skincare dear beauty gratiss cuss buru ikut hadiah amp follow akun postingan reply alas ken menangin hadiah periode hadiah mar
",12,Positive
1035,"ngerubah susah fisik sifat laku biasa bahan beda teman ubah cepat lambat banget usaha olahraga skincare sabar ikhlaa nerima hasil
",-17,Negative
1036,"sunscreen skincare wajib sunscreen kandung skincarenya morning routine simple lihat pakai glowing kaya gin racuninskincare
",4,Positive
1037,"nerapin skin minimalist awat banget rajin konsumsi noera collagen x hari ngebantu kerja skincare nampak healthy skin awet muda noerabyreisha noeracollagendrink
",5,Positive
1038,"rezeki hadiah hadiah tarik eh tudung skincare makeup eh
",9,Positive
1039,"yuk mata jeli iya sebutin hubung skincare reply lupa kasih avoskintanya tap goo h b c h h v m e x r e t o l v ga l v h t q j l e b l a h h j a ga j m a v b v m h b f b
",-8,Negative
1040,"real skincare air wudhu cahaya
",1,Positive
1041,"ab ladke bhi skin care kr rhe hai pta mai kb karung
",8,Positive
1042,"masalah chicken skin back acne ingrown hair kulit tekstur bruntusan wajib banget coba no bump lotion rintik skincare reviewbylemnbites
",-3,Negative
1043,"iisma cewek tips any makeup or skincare bawa study abroad sana hahahah country dingin banget winter
",-3,Negative
1044,"coba skincare korea coba reply wishlist kamuu
",2,Positive
1045,"sultan skin care tu coba periksa iri mah cuman logis muncul sultan skin care flexing product ga isi merkuri sultan
",-13,Negative
1046,"rate sunscreen biru habis beresberes skincare sunscreenku warna biru mari ratenya st oily acne prone sensitive a review thread racuninskincare reviewnaezra
",0,Neutral
1047,"rahasia pantat mulus kaya bayi a thread
",-11,Negative
1048,"saran sender ngajar privat murid cewek keluarga kaya anak banget royal sender hibah skin care mahal sender ultah kado sender curiga barang mahal cont
",-5,Negative
1049,"snail mucin pakai desember definisi skincare hemat hidrasi kulit aman all skin type
",1,Positive
1050,"my dream sunscreen spf uva uvb blue terang protection in vivo in vitro kusem toneup pilling whitecast cepat banget ngesetnya enak layer pakai up skincare garansi sesuai refund
",5,Positive
1051,"bagibagi thr tambah thr lebaran ikut hadiah total ribu menang skincare hydrating reply thr white story sebanyakbanyaknya spam likes postingan white story maret
",-5,Negative
1052,"juara skincare begadang melulu
",-1,Negative
1053,"puasa lupa pakai hydrating skincare yaah kulit ga keringg tunjuk basic skincare jaga kulit lembab
",-1,Negative
1054,"tipe kulit oily acne suka pakai skincare kandung centella tenang iritasi merah wajah pakai moisturizer centella calming redness tekstur adem banget kulit
",4,Positive
1055,"skincare identik perempuan emang laki skin skr partner skincare urus orang banget ikut glowing gaslaah couple skincare wkwkwk
",5,Positive
1056,"skincare tahap turut ga skip cleanser sunscreen
",-3,Negative
1057,"kali nemu skincare hasil instan gitu dipakenya menit pantesan peeling serum viral
",4,Positive
1058,"coba rak skincare sender rak ribu
",1,Positive
1059,"os guri da skin care
",2,Positive
1060,"ga claystick gladglow masuk nominasi masker kecil dunia konsep travel friendly imuyy ga sihh fix mudik lebaran bawa ajahh hemat space skincare pouch kleenn
",-19,Negative
1061,"minggu hadiah skincare part moisturizer sunscreen khusus kulit minyak rentan jerawat sensitif follow like tweet like thread tweet reply
",-4,Negative
1062,"rekomendasi sunscreen lokal ramah kantong start rban azarine spf uji in vivo in vitro no greasy skincare infused azarinesunscreen juaranyasunscreen racuninsunscreen racuninskincare
",-1,Negative
1063,"skincare beli tolong link
",1,Positive
1064,"korang suggest skincare sesuai pregnancy mom retinol pakai don t pregnancy mom help
",2,Positive
1065,"skincare empties version simpan botol buang
",-6,Negative
1066,"malam launched his sambal petai sedap manis manja mikaseries skincare congratulations fly high
",2,Positive
1067,"tunjuk rekomendasi skincare tepat facial wash sabun cuci muka ga pengaruh jerawat pakai rasa efek biru skin barrier kuat jaga ph natural kulit pink jerawat
",-3,Negative
1068,"gmorn moots have a great day cari kol nano min foll instagram barter value partnership brand skincare cowok minat ketuk yaa terima kasih
",5,Positive
1069,"lupa bawa sunscreen rumah untung indomaret produk skincare bagusbaguss
",1,Positive
1070,"rating sunscreen azarine sunscreen azarine salah temu skincare lokal baik sunscreennya kualitas nyaman affordable uji in vivo in vitro varian favorite racuninskincare racuninsunscreen
",6,Positive
1071,"cantik seger lihat model gin mas org bosen liat gemesin kasih manda lupa skincare bulan puasa jerawat muka kusam tidur kayak
",-9,Negative
1072,"hadiah alert winner set skincare travel size avoskin yaa sesuai mudik syarat follow like tweet diumumin besok sore yaah good luck giveawayalert giveawayskincare
",8,Positive
1073,"hallo preloved makeup skincare stocknya tumpuk x stocknya banyak ga sesuai tarik yahhyg rep help preloved
",4,Positive
1074,"cewek cowo pakai skincare
",1,Positive
1075,"skin care pulak lupa bawa tissue
",-6,Negative
1076,"raya pliss lupa barang makeup skincare korang mesti ubat
",-6,Negative
1077,"awat kulit skincare bodycare iya say banget konsumsi minum collagen x hari kenalin collagen drink x ampuh cerah kulit noerabyreisha noeracollagendrink
",14,Positive
1078,"kesho tunaanza skin care
",2,Positive
1079,"skincare kandung yuja sesuai banget kulit efek brightening ampuh mudarin bekas jerawat nemu moist kandung yuja pakai racuninskincare
",4,Positive
1080,"skin care naam py times wudu karleti hun
",2,Positive
1081,"skincare routine vlog sayang acuu cakep banget mas
",4,Positive
1082,"explore skincare moist balik ingredientsnya simple neko neko kayak kind watery moisturizer skin game
",-4,Negative
1083,"nama sakit ain mangkanya puji biasa ucap masyaallah jerawat wajah ngamalin obat totolskincaresaat cuci muka cepat sembuh
",-17,Negative
1084,"pouch skincare big version banget isi sisa paro pindah skincare pakai up seabreg wajib coba jamin gada tas part
",-9,Negative
1085,"iya orang kaya mlintir usaha skin care
",-4,Negative
1086,"money ku beli skincare jrinz beyouthy
",1,Positive
1087,"ga rumah milyaran mobil bmw skin care juta
",8,Positive
1088,"suami kerja protes dipakein skincare ngapa sik
",0,Neutral
1089,"muda muda rajin ngerawat kulit nyesel muncul flek hitam susah banget ngilanginnya kasih rekomendasi skincare minimalisir tsb ku kasih jaga kulit hidrasi racuninskincare
",-20,Negative
1090,"minvo banget gin sahabat avo avoskin brand skincare program bantu proses rehabilitasi orangutan kilas kayak gitu korelasi cerita
",-14,Negative
1091,"cheewy berry scrub hai neng banget hadiah skincare body care mutualan salah isi cheewy berry scrub cus langsung review
",1,Positive
1092,"huyo wewe hata after skincare
",0,Neutral
1093,"sadr skincare ku habis
",0,Neutral
1094,"takde lokal product skincare lelaki member suruh ramai followers
",-7,Negative
1095,"my work skincaremakeup essentials bawa simple vit c bbs tu tinggal cantikharidengannp
",-6,Negative
1096,"ga cantik keringetan skincare belikan buang siasia
",-8,Negative
1097,"rekomendasi skincare remaja check remaja mesti skincarean salah alas remaja hormon gampang banget pengaruh produksi minyak wajah lebih gabaik gampang breakout
",-21,Negative
1098,"kali skincareannya ditemenin bareng dj sayang semangat siar dj sayang
",1,Positive
1099,"cek louissescarlet x chingu paket hampers pcs chingu by kiyowo shopeebigramadansale shopeeaffiliate racunskincare racunbelanja skincare hampers skincareroutine affiliatemarketing racunshopee psvtwe
",-2,Negative
1100,"bener-bener skincare habis sama langsung rasa banget miskin
",0,Neutral
1101,"haloo pamerin jual skincare makeup dongg beli drop harga dom jugaa yaa jb
",5,Positive
