full_text,Text Case Folding,Text Tokenizing,Text Fill,Text Normalization,Text Stemming,Text Filtering
The originote -Flash sale jadi harga under 20k -Klaim juga voucher toko -Bisa digabung diskon live Urutkan dari harga terendah atau cek promonya di halaman fs toko : https://t.co/PxoMNVds9a,the originote flash sale jadi harga under klaim juga voucher toko bisa digabung diskon live urutkan dari harga terendah atau cek promonya di halaman fs toko,"['the', 'originote', 'flash', 'sale', 'jadi', 'harga', 'under', 'klaim', 'juga', 'voucher', 'toko', 'bisa', 'digabung', 'diskon', 'live', 'urutkan', 'dari', 'harga', 'terendah', 'atau', 'cek', 'promonya', 'di', 'halaman', 'fs', 'toko']",the originote flash sale jadi harga under klaim juga voucher toko bisa digabung diskon live urutkan dari harga terendah atau cek promonya di halaman fs toko,"['the', 'originote', 'flash', 'sale', 'jadi', 'harga', 'under', 'klaim', 'juga', 'voucher', 'toko', 'bisa', 'digabung', 'diskon', 'live', 'urutkan', 'dari', 'harga', 'terendah', 'atau', 'cek', 'promonya', 'di', 'halaman', 'fs', 'toko']","['the', 'originote', 'flash', 'sale', 'jadi', 'harga', 'under', 'klaim', 'juga', 'voucher', 'toko', 'bisa', 'gabung', 'diskon', 'live', 'urut', 'dari', 'harga', 'rendah', 'atau', 'cek', 'promonya', 'di', 'halaman', 'fs', 'toko']","['originote', 'flash', 'sale', 'harga', 'under', 'klaim', 'voucher', 'toko', 'gabung', 'diskon', 'live', 'urut', 'harga', 'rendah', 'cek', 'promonya', 'halaman', 'fs', 'toko']"
Cek The Originote High Cover Serum Cushion dengan harga Rp92.000. Dapatkan di Shopee sekarang! https://t.co/5kJ6HjCcnq https://t.co/e8TJUkmNkC,cek the originote high cover serum cushion dengan harga rp dapatkan di shopee sekarang,"['cek', 'the', 'originote', 'high', 'cover', 'serum', 'cushion', 'dengan', 'harga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",cek the originote high cover serum cushion dengan harga rp dapatkan di shopee sekarang,"['cek', 'the', 'originote', 'high', 'cover', 'serum', 'cushion', 'dengan', 'harga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']","['cek', 'the', 'originote', 'high', 'cover', 'serum', 'cushion', 'dengan', 'harga', 'rp', 'dapat', 'di', 'shopee', 'sekarang']","['cek', 'originote', 'high', 'cover', 'serum', 'cushion', 'harga', 'rp', 'shopee']"
harganya brp kakk? LAGI DISC JADI 60RB AN guyss https://t.co/KMT4NT8Pjc,harganya brp kakk lagi disc jadi rb an guyss,"['harganya', 'berapa', 'kakk', 'lagi', 'disc', 'jadi', 'rb', 'an', 'guyss']",harganya berapa kakk lagi disc jadi rb an guyss,"['harganya', 'berapa', 'kak', 'lagi', 'disc', 'jadi', 'ribu', 'an', 'guyss']","['harga', 'berapa', 'kak', 'lagi', 'disc', 'jadi', 'ribu', 'an', 'guyss']","['harga', 'kak', 'disc', 'ribu', 'an', 'guyss']"
 The Originote BHA Charcoal Clay Mask - Masker Wajah Mud Mask Eksfoliasi Mengangkat Sel Kulit Mati Menghilangkan Minyak B... Belinya disini https://t.co/pgQ5cjMIaD https://t.co/JxuEgntbOG,the originote bha charcoal clay mask masker wajah mud mask eksfoliasi mengangkat sel kulit mati menghilangkan minyak belinya disini,"['the', 'originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'eksfoliasi', 'mengangkat', 'sel', 'kulit', 'mati', 'menghilangkan', 'minyak', 'belinya', 'disini']",the originote bha charcoal clay mask masker wajah mud mask eksfoliasi mengangkat sel kulit mati menghilangkan minyak belinya disini,"['the', 'originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'eksfoliasi', 'mengangkat', 'sel', 'kulit', 'mati', 'menghilangkan', 'minyak', 'belinya', 'disini']","['the', 'originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'eksfoliasi', 'angkat', 'sel', 'kulit', 'mati', 'hilang', 'minyak', 'beli', 'sini']","['originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'eksfoliasi', 'angkat', 'sel', 'kulit', 'mati', 'hilang', 'minyak', 'beli']"
The Originote Bundle Skin Soothing - Soothing Toner + Soothing Moisturizer dengan harga Rp79.000. Dapatkan di Shopee sekarang! https://t.co/E7xVibj5qu https://t.co/jb1816EBHG,the originote bundle skin soothing soothing toner soothing moisturizer dengan harga rp dapatkan di shopee sekarang,"['the', 'originote', 'bundle', 'skin', 'soothing', 'soothing', 'toner', 'soothing', 'moisturizer', 'dengan', 'harga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",the originote bundle skin soothing soothing toner soothing moisturizer dengan harga rp dapatkan di shopee sekarang,"['the', 'originote', 'bundle', 'skin', 'soothing', 'soothing', 'toner', 'soothing', 'moisturizer', 'dengan', 'harga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']","['the', 'originote', 'bundle', 'skin', 'soothing', 'soothing', 'toner', 'soothing', 'moisturizer', 'dengan', 'harga', 'rp', 'dapat', 'di', 'shopee', 'sekarang']","['originote', 'bundle', 'skin', 'soothing', 'soothing', 'toner', 'soothing', 'moisturizer', 'harga', 'rp', 'shopee']"
 ( READY STOK ) The Originote Cica-B5 Soothing Moisturizer &amp; Toner Wajah Mencerahkan Berjerawat Gercep mumpung Flashsale https://t.co/brwMdBLKQj https://t.co/F8ODHw4cb4,ready stok the originote cicab soothing moisturizer amp toner wajah mencerahkan berjerawat gercep mumpung flashsale,"['ready', 'stok', 'the', 'originote', 'cicab', 'soothing', 'moisturizer', 'amp', 'toner', 'wajah', 'mencerahkan', 'berjerawat', 'gercep', 'selagi', 'flashsale']",ready stok the originote cicab soothing moisturizer amp toner wajah mencerahkan berjerawat gercep selagi flashsale,"['ready', 'stok', 'the', 'originote', 'cicab', 'soothing', 'moisturizer', 'amp', 'toner', 'wajah', 'mencerahkan', 'berjerawat', 'gercep', 'selagi', 'flashsale']","['ready', 'stok', 'the', 'originote', 'cicab', 'soothing', 'moisturizer', 'amp', 'toner', 'wajah', 'cerah', 'jerawat', 'gercep', 'selagi', 'flashsale']","['ready', 'stok', 'originote', 'cicab', 'soothing', 'moisturizer', 'toner', 'wajah', 'cerah', 'jerawat', 'gercep', 'selagi', 'flashsale']"
 The Originote Ceratinol Moisturizer - Retinol Cream Gel Serum Pelembab Wajah Menyamarkan Garis Halus Mengencangkan Wajah... Cek disini https://t.co/4CHfWOrF2S https://t.co/8jRUdNlgyr,the originote ceratinol moisturizer retinol cream gel serum pelembab wajah menyamarkan garis halus mengencangkan wajah cek disini,"['the', 'originote', 'ceratinol', 'moisturizer', 'retinol', 'cream', 'gel', 'serum', 'pelembab', 'wajah', 'menyamarkan', 'garis', 'halus', 'mengencangkan', 'wajah', 'cek', 'disini']",the originote ceratinol moisturizer retinol cream gel serum pelembab wajah menyamarkan garis halus mengencangkan wajah cek disini,"['the', 'originote', 'ceratinol', 'moisturizer', 'retinol', 'cream', 'gel', 'serum', 'pelembab', 'wajah', 'menyamarkan', 'garis', 'halus', 'mengencangkan', 'wajah', 'cek', 'disini']","['the', 'originote', 'ceratinol', 'moisturizer', 'retinol', 'cream', 'gel', 'serum', 'pelembab', 'wajah', 'samar', 'garis', 'halus', 'encang', 'wajah', 'cek', 'sini']","['originote', 'ceratinol', 'moisturizer', 'retinol', 'cream', 'gel', 'serum', 'pelembab', 'wajah', 'samar', 'garis', 'halus', 'encang', 'wajah', 'cek']"
 The Originote Ceratinol Moisturizer - Retinol Cream Gel Serum Pelembab Wajah Menyamarkan Garis Halus Mengencangkan Wajah... Checkout Sekarang https://t.co/cypkEI9WXt https://t.co/kc4z39ITmw,the originote ceratinol moisturizer retinol cream gel serum pelembab wajah menyamarkan garis halus mengencangkan wajah checkout sekarang,"['the', 'originote', 'ceratinol', 'moisturizer', 'retinol', 'cream', 'gel', 'serum', 'pelembab', 'wajah', 'menyamarkan', 'garis', 'halus', 'mengencangkan', 'wajah', 'checkout', 'sekarang']",the originote ceratinol moisturizer retinol cream gel serum pelembab wajah menyamarkan garis halus mengencangkan wajah checkout sekarang,"['the', 'originote', 'ceratinol', 'moisturizer', 'retinol', 'cream', 'gel', 'serum', 'pelembab', 'wajah', 'menyamarkan', 'garis', 'halus', 'mengencangkan', 'wajah', 'checkout', 'sekarang']","['the', 'originote', 'ceratinol', 'moisturizer', 'retinol', 'cream', 'gel', 'serum', 'pelembab', 'wajah', 'samar', 'garis', 'halus', 'encang', 'wajah', 'checkout', 'sekarang']","['originote', 'ceratinol', 'moisturizer', 'retinol', 'cream', 'gel', 'serum', 'pelembab', 'wajah', 'samar', 'garis', 'halus', 'encang', 'wajah', 'checkout']"
Dipake seharian pun amann dia ga longsor tetep flawless udah sering wear test literally aku pake sesering itu Yang mau coba bisa beli disini jangan lupa coba filter-nya kalo mau pilih shade!! https://t.co/7BFtMUDLe5,dipake seharian pun amann dia ga longsor tetep flawless udah sering wear test literally aku pake sesering itu yang mau coba bisa beli disini jangan lupa coba filternya kalo mau pilih shade,"['dipake', 'seharian', 'pun', 'amann', 'dia', 'ga', 'longsor', 'tetep', 'flawless', 'sudah', 'sering', 'wear', 'test', 'literally', 'aku', 'pakai', 'sesering', 'itu', 'yang', 'mau', 'coba', 'bisa', 'beli', 'disini', 'jangan', 'lupa', 'coba', 'filternya', 'kalau', 'mau', 'pilih', 'shade']",dipake seharian pun amann dia ga longsor tetep flawless sudah sering wear test literally aku pakai sesering itu yang mau coba bisa beli disini jangan lupa coba filternya kalau mau pilih shade,"['dipakai', 'seharian', 'pun', 'amann', 'dia', 'enggak', 'longsor', 'tetap', 'flawless', 'sudah', 'sering', 'wear', 'test', 'literally', 'aku', 'pakai', 'sesering', 'itu', 'yang', 'mau', 'coba', 'bisa', 'beli', 'disini', 'jangan', 'lupa', 'coba', 'filternya', 'kalau', 'mau', 'pilih', 'shade']","['pakai', 'hari', 'pun', 'amann', 'dia', 'enggak', 'longsor', 'tetap', 'flawless', 'sudah', 'sering', 'wear', 'test', 'literally', 'aku', 'pakai', 'sering', 'itu', 'yang', 'mau', 'coba', 'bisa', 'beli', 'sini', 'jangan', 'lupa', 'coba', 'filter', 'kalau', 'mau', 'pilih', 'shade']","['pakai', 'amann', 'longsor', 'flawless', 'wear', 'test', 'literally', 'pakai', 'coba', 'beli', 'lupa', 'coba', 'filter', 'pilih', 'shade']"
Cek The Originote 24k Symwhite Jelly Booster - Serum Moisturizer Mencerahkan Meratakan Warna Kulit with Symwhite 377 dan Glutathione dengan harga Rp48.000. Dapatkan di Shopee sekarang! https://t.co/ezFTo2s9N4 https://t.co/HjqM3F3IBF,cek the originote symwhite jelly booster serum moisturizer mencerahkan meratakan warna kulit with symwhite dan glutathione dengan harga rp dapatkan di shopee sekarang,"['cek', 'the', 'originote', 'symwhite', 'jelly', 'booster', 'serum', 'moisturizer', 'mencerahkan', 'meratakan', 'warna', 'kulit', 'with', 'symwhite', 'dan', 'glutathione', 'dengan', 'harga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",cek the originote symwhite jelly booster serum moisturizer mencerahkan meratakan warna kulit with symwhite dan glutathione dengan harga rp dapatkan di shopee sekarang,"['cek', 'the', 'originote', 'symwhite', 'jelly', 'booster', 'serum', 'moisturizer', 'mencerahkan', 'meratakan', 'warna', 'kulit', 'with', 'symwhite', 'dan', 'glutathione', 'dengan', 'harga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']","['cek', 'the', 'originote', 'symwhite', 'jelly', 'booster', 'serum', 'moisturizer', 'cerah', 'rata', 'warna', 'kulit', 'with', 'symwhite', 'dan', 'glutathione', 'dengan', 'harga', 'rp', 'dapat', 'di', 'shopee', 'sekarang']","['cek', 'originote', 'symwhite', 'jelly', 'booster', 'serum', 'moisturizer', 'cerah', 'warna', 'kulit', 'with', 'symwhite', 'glutathione', 'harga', 'rp', 'shopee']"
Wts semuanya msii pda penuh penuh krna bru dipakai beberapa kalii dan msi pda bersih yaa kecuali yg ss the originote packaging nya aj yg uda agak buluk #prelovedskincare #prelovedskintific #wtstheoriginote #wtshadalabo https://t.co/TcLgTf9x6I,wts semuanya msii pda penuh penuh krna bru dipakai beberapa kalii dan msi pda bersih yaa kecuali yg ss the originote packaging nya aj yg uda agak buluk,"['wts', 'semuanya', 'msii', 'pda', 'penuh', 'penuh', 'krna', 'baru', 'dipakai', 'beberapa', 'kalii', 'dan', 'msi', 'pda', 'bersih', 'yaa', 'kecuali', 'yang', 'ss', 'the', 'originote', 'packaging', 'nya', 'saja', 'yang', 'uda', 'agak', 'buluk']",wts semuanya msii pda penuh penuh krna baru dipakai beberapa kalii dan msi pda bersih yaa kecuali yang ss the originote packaging nya saja yang uda agak buluk,"['wts', 'semuanya', 'msii', 'pada', 'penuh', 'penuh', 'karena', 'baru', 'dipakai', 'beberapa', 'kali', 'dan', 'msi', 'pada', 'bersih', 'ya', 'kecuali', 'yang', 'ss', 'the', 'originote', 'packaging', 'nya', 'saja', 'yang', 'sudah', 'agak', 'buluk']","['wts', 'semua', 'msii', 'pada', 'penuh', 'penuh', 'karena', 'baru', 'pakai', 'beberapa', 'kali', 'dan', 'msi', 'pada', 'bersih', 'ya', 'kecuali', 'yang', 'ss', 'the', 'originote', 'packaging', 'nya', 'saja', 'yang', 'sudah', 'agak', 'buluk']","['msii', 'penuh', 'penuh', 'pakai', 'kali', 'msi', 'bersih', 'kecuali', 'ss', 'originote', 'packaging', 'buluk']"
jb wts preloved retinol the originote. jarang dipake 15k aja (after vc video) exp 2026 dom jateng bisa (toko udh gratong xtra) dm @/araasure https://t.co/dvWnBlIZvz,jb wts preloved retinol the originote jarang dipake aja after vc video exp dom jateng bisa toko udh gratong xtra dm araasure,"['jb', 'wts', 'preloved', 'retinol', 'the', 'originote', 'jarang', 'dipake', 'saja', 'after', 'vc', 'video', 'exp', 'dom', 'jateng', 'bisa', 'toko', 'udah', 'gratong', 'xtra', 'dm', 'araasure']",jb wts preloved retinol the originote jarang dipake saja after vc video exp dom jateng bisa toko udah gratong xtra dm araasure,"['jb', 'wts', 'preloved', 'retinol', 'the', 'originote', 'jarang', 'dipakai', 'saja', 'after', 'vc', 'video', 'exp', 'dom', 'jateng', 'bisa', 'toko', 'sudah', 'gratong', 'xtra', 'dm', 'araasure']","['jb', 'wts', 'preloved', 'retinol', 'the', 'originote', 'jarang', 'pakai', 'saja', 'after', 'vc', 'video', 'exp', 'dom', 'jateng', 'bisa', 'toko', 'sudah', 'gratong', 'xtra', 'dm', 'araasure']","['jb', 'preloved', 'retinol', 'originote', 'jarang', 'pakai', 'after', 'video', 'exp', 'dom', 'jateng', 'toko', 'gratong', 'xtra', 'dm', 'araasure']"
SPECIAL BUNDLE 6in1 The Originote KIT Facial Wash Toner Serum Moisturizer Sunscreen Masker Wajah : ACNE KIT GLOWING KIT BARRIER KIT ANTI AGING KIT EXFOLIATING KIT BRIGHTENING KIT dengan harga Rp188.000. Dapatkan di Shopee sekarang! https://t.co/krReecUzoL https://t.co/mLlHRMKaSf,special bundle in the originote kit facial wash toner serum moisturizer sunscreen masker wajah acne kit glowing kit barrier kit anti aging kit exfoliating kit brightening kit dengan harga rp dapatkan di shopee sekarang,"['special', 'bundle', 'in', 'the', 'originote', 'kit', 'facial', 'wash', 'toner', 'serum', 'moisturizer', 'sunscreen', 'masker', 'wajah', 'acne', 'kit', 'glowing', 'kit', 'barrier', 'kit', 'anti', 'aging', 'kit', 'exfoliating', 'kit', 'brightening', 'kit', 'dengan', 'harga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",special bundle in the originote kit facial wash toner serum moisturizer sunscreen masker wajah acne kit glowing kit barrier kit anti aging kit exfoliating kit brightening kit dengan harga rp dapatkan di shopee sekarang,"['special', 'bundle', 'ini', 'the', 'originote', 'kit', 'facial', 'wash', 'toner', 'serum', 'moisturizer', 'sunscreen', 'masker', 'wajah', 'acne', 'kit', 'glowing', 'kit', 'barrier', 'kit', 'anti', 'aging', 'kit', 'exfoliating', 'kit', 'brightening', 'kit', 'dengan', 'harga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']","['special', 'bundle', 'ini', 'the', 'originote', 'kit', 'facial', 'wash', 'toner', 'serum', 'moisturizer', 'sunscreen', 'masker', 'wajah', 'acne', 'kit', 'glowing', 'kit', 'barrier', 'kit', 'anti', 'aging', 'kit', 'exfoliating', 'kit', 'brightening', 'kit', 'dengan', 'harga', 'rp', 'dapat', 'di', 'shopee', 'sekarang']","['special', 'bundle', 'originote', 'kit', 'facial', 'wash', 'toner', 'serum', 'moisturizer', 'sunscreen', 'masker', 'wajah', 'acne', 'kit', 'glowing', 'kit', 'barrier', 'kit', 'anti', 'aging', 'kit', 'exfoliating', 'kit', 'brightening', 'kit', 'harga', 'rp', 'shopee']"
 The Originote BHA Charcoal Clay Mask - Masker Wajah Mud Mask Eksfoliasi Mengangkat Sel Kulit Mati Menghilangkan Minyak B... Jangan sampai kehabisan https://t.co/3dSkLrNJhn https://t.co/7ymVJYuH3Z,the originote bha charcoal clay mask masker wajah mud mask eksfoliasi mengangkat sel kulit mati menghilangkan minyak jangan sampai kehabisan,"['the', 'originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'eksfoliasi', 'mengangkat', 'sel', 'kulit', 'mati', 'menghilangkan', 'minyak', 'jangan', 'sampai', 'kehabisan']",the originote bha charcoal clay mask masker wajah mud mask eksfoliasi mengangkat sel kulit mati menghilangkan minyak jangan sampai kehabisan,"['the', 'originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'eksfoliasi', 'mengangkat', 'sel', 'kulit', 'mati', 'menghilangkan', 'minyak', 'jangan', 'sampai', 'kehabisan']","['the', 'originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'eksfoliasi', 'angkat', 'sel', 'kulit', 'mati', 'hilang', 'minyak', 'jangan', 'sampai', 'habis']","['originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'eksfoliasi', 'angkat', 'sel', 'kulit', 'mati', 'hilang', 'minyak', 'habis']"
 The Originote BHA Charcoal Clay Mask - Masker Wajah Mud Mask Eksfoliasi Mengangkat Sel Kulit Mati Menghilangkan Minyak B... Gercep https://t.co/3pfOHoQGA8 https://t.co/z4tdmX1TFk,the originote bha charcoal clay mask masker wajah mud mask eksfoliasi mengangkat sel kulit mati menghilangkan minyak gercep,"['the', 'originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'eksfoliasi', 'mengangkat', 'sel', 'kulit', 'mati', 'menghilangkan', 'minyak', 'gercep']",the originote bha charcoal clay mask masker wajah mud mask eksfoliasi mengangkat sel kulit mati menghilangkan minyak gercep,"['the', 'originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'eksfoliasi', 'mengangkat', 'sel', 'kulit', 'mati', 'menghilangkan', 'minyak', 'gercep']","['the', 'originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'eksfoliasi', 'angkat', 'sel', 'kulit', 'mati', 'hilang', 'minyak', 'gercep']","['originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'eksfoliasi', 'angkat', 'sel', 'kulit', 'mati', 'hilang', 'minyak', 'gercep']"
help rt wts want to sale preloved skincare bisa lngsung co https://t.co/mdxetw3Tsx lipsvelvet brasov masih new serum the originote 95% moisturizer g2g 95% https://t.co/G5mnEXbsBa,help rt wts want to sale preloved skincare bisa lngsung co lipsvelvet brasov masih new serum the originote moisturizer gg,"['help', 'rt', 'wts', 'want', 'to', 'sale', 'preloved', 'skincare', 'bisa', 'lngsung', 'co', 'lipsvelvet', 'brasov', 'masih', 'new', 'serum', 'the', 'originote', 'moisturizer', 'gg']",help rt wts want to sale preloved skincare bisa lngsung co lipsvelvet brasov masih new serum the originote moisturizer gg,"['help', 'rt', 'wts', 'want', 'tapi', 'sale', 'preloved', 'skincare', 'bisa', 'langsung', 'cowok', 'lipsvelvet', 'brasov', 'masih', 'new', 'serum', 'the', 'originote', 'moisturizer', 'enggak']","['help', 'rt', 'wts', 'want', 'tapi', 'sale', 'preloved', 'skincare', 'bisa', 'langsung', 'cowok', 'lipsvelvet', 'brasov', 'masih', 'new', 'serum', 'the', 'originote', 'moisturizer', 'enggak']","['help', 'want', 'sale', 'preloved', 'skincare', 'langsung', 'cowok', 'lipsvelvet', 'brasov', 'new', 'serum', 'originote', 'moisturizer']"
mana harganya murah bgt under 100k tp udah se bagus ini TAPI KAYANYA AKU BUTUH REFILL NYA SIH JINOT BIKIN DEH YUK..... ️ https://t.co/0nKWTJQTfq,mana harganya murah bgt under tp udah se bagus ini tapi kayanya aku butuh refill nya sih jinot bikin deh yuk,"['mana', 'harganya', 'murah', 'banget', 'under', 'tapi', 'sudah', 'se', 'bagus', 'ini', 'tapi', 'kayaknya', 'aku', 'butuh', 'refill', 'nya', 'sih', 'jinot', 'bikin', 'deh', 'yuk']",mana harganya murah banget under tapi sudah se bagus ini tapi kayaknya aku butuh refill nya sih jinot bikin deh yuk,"['mana', 'harganya', 'murah', 'banget', 'under', 'tapi', 'sudah', 'se', 'bagus', 'ini', 'tapi', 'kayaknya', 'aku', 'butuh', 'refill', 'nya', 'sih', 'jinot', 'bikin', 'deh', 'yuk']","['mana', 'harga', 'murah', 'banget', 'under', 'tapi', 'sudah', 'se', 'bagus', 'ini', 'tapi', 'kayak', 'aku', 'butuh', 'refill', 'nya', 'sih', 'jinot', 'bikin', 'deh', 'yuk']","['harga', 'murah', 'banget', 'under', 'bagus', 'kayak', 'butuh', 'refill', 'jinot', 'deh', 'yuk']"
@JUALAN_AUTOBASE Aku ada moist the originote kak. Kalau mau tanya2 atau request barang boleh langsung komen atau DM https://t.co/FyTmJNen11,autobase aku ada moist the originote kak kalau mau tanya atau request barang boleh langsung komen atau dm,"['autobase', 'aku', 'ada', 'moist', 'the', 'originote', 'kak', 'kalau', 'mau', 'tanya', 'atau', 'request', 'barang', 'boleh', 'langsung', 'komen', 'atau', 'dm']",autobase aku ada moist the originote kak kalau mau tanya atau request barang boleh langsung komen atau dm,"['autobase', 'aku', 'ada', 'moist', 'the', 'originote', 'kak', 'kalau', 'mau', 'tanya', 'atau', 'request', 'barang', 'boleh', 'langsung', 'komen', 'atau', 'dm']","['autobase', 'aku', 'ada', 'moist', 'the', 'originote', 'kak', 'kalau', 'mau', 'tanya', 'atau', 'request', 'barang', 'boleh', 'langsung', 'komen', 'atau', 'dm']","['autobase', 'moist', 'originote', 'kak', 'request', 'barang', 'langsung', 'komen', 'dm']"
preloved the originote barangkali ada yang berminat jb,preloved the originote barangkali ada yang berminat jb,"['preloved', 'the', 'originote', 'barangkali', 'ada', 'yang', 'berminat', 'jb']",preloved the originote barangkali ada yang berminat jb,"['preloved', 'the', 'originote', 'barangkali', 'ada', 'yang', 'berminat', 'jb']","['preloved', 'the', 'originote', 'barangkali', 'ada', 'yang', 'minat', 'jb']","['preloved', 'originote', 'barangkali', 'minat', 'jb']"
congrats pemenang saldo 50k untuk 2 orang: @buttrflybelly &amp; @rainiranti_ pemenang di-co-in micellar water the originote: @wandasepta kindly dm me yaa buat claim hadiahnya thankyou and see you in another giveaway~ https://t.co/0VAzBFnWop,congrats pemenang saldo untuk orang amp pemenang dicoin micellar water the originote kindly dm me yaa buat claim hadiahnya thankyou and see you in another giveaway,"['congrats', 'pemenang', 'saldo', 'untuk', 'orang', 'amp', 'pemenang', 'dicoin', 'micellar', 'water', 'the', 'originote', 'kindly', 'dm', 'me', 'yaa', 'buat', 'claim', 'hadiahnya', 'thankyou', 'and', 'see', 'you', 'in', 'another', 'giveaway']",congrats pemenang saldo untuk orang amp pemenang dicoin micellar water the originote kindly dm me yaa buat claim hadiahnya thankyou and see you in another giveaway,"['congrats', 'pemenang', 'saldo', 'untuk', 'orang', 'amp', 'pemenang', 'dicoin', 'micellar', 'water', 'the', 'originote', 'kindly', 'dm', 'me', 'ya', 'buat', 'claim', 'hadiahnya', 'thankyou', 'and', 'sih', 'you', 'ini', 'another', 'giveaway']","['congrats', 'menang', 'saldo', 'untuk', 'orang', 'amp', 'menang', 'dicoin', 'micellar', 'water', 'the', 'originote', 'kindly', 'dm', 'me', 'ya', 'buat', 'claim', 'hadiah', 'thankyou', 'and', 'sih', 'you', 'ini', 'another', 'giveaway']","['congrats', 'menang', 'saldo', 'orang', 'menang', 'dicoin', 'micellar', 'water', 'originote', 'kindly', 'dm', 'me', 'claim', 'hadiah', 'thankyou', 'and', 'you', 'another', 'giveaway']"
 ( READY STOK ) The Originote Cica-B5 Soothing Moisturizer &amp; Toner Wajah Mencerahkan Berjerawat Dapatkan sekarang juga di Shopee! https://t.co/A0UQ4dLivD https://t.co/FvLLOdVDgM,ready stok the originote cicab soothing moisturizer amp toner wajah mencerahkan berjerawat dapatkan sekarang juga di shopee,"['ready', 'stok', 'the', 'originote', 'cicab', 'soothing', 'moisturizer', 'amp', 'toner', 'wajah', 'mencerahkan', 'berjerawat', 'dapatkan', 'sekarang', 'juga', 'di', 'shopee']",ready stok the originote cicab soothing moisturizer amp toner wajah mencerahkan berjerawat dapatkan sekarang juga di shopee,"['ready', 'stok', 'the', 'originote', 'cicab', 'soothing', 'moisturizer', 'amp', 'toner', 'wajah', 'mencerahkan', 'berjerawat', 'dapatkan', 'sekarang', 'juga', 'di', 'shopee']","['ready', 'stok', 'the', 'originote', 'cicab', 'soothing', 'moisturizer', 'amp', 'toner', 'wajah', 'cerah', 'jerawat', 'dapat', 'sekarang', 'juga', 'di', 'shopee']","['ready', 'stok', 'originote', 'cicab', 'soothing', 'moisturizer', 'toner', 'wajah', 'cerah', 'jerawat', 'shopee']"
Cek The Originote SPECIAL BUNDLE 7in1 KIT : ACNE KIT GLOWING KIT BARRIER KIT ANTI AGING KIT EXFOLIATING KIT dan BRIGHTENING KIT dengan harga Rp229.000. Dapatkan di Shopee sekarang! https://t.co/rTr3mjS98a https://t.co/uhEpm687zb,cek the originote special bundle in kit acne kit glowing kit barrier kit anti aging kit exfoliating kit dan brightening kit dengan harga rp dapatkan di shopee sekarang,"['cek', 'the', 'originote', 'special', 'bundle', 'in', 'kit', 'acne', 'kit', 'glowing', 'kit', 'barrier', 'kit', 'anti', 'aging', 'kit', 'exfoliating', 'kit', 'dan', 'brightening', 'kit', 'dengan', 'harga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",cek the originote special bundle in kit acne kit glowing kit barrier kit anti aging kit exfoliating kit dan brightening kit dengan harga rp dapatkan di shopee sekarang,"['cek', 'the', 'originote', 'special', 'bundle', 'ini', 'kit', 'acne', 'kit', 'glowing', 'kit', 'barrier', 'kit', 'anti', 'aging', 'kit', 'exfoliating', 'kit', 'dan', 'brightening', 'kit', 'dengan', 'harga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']","['cek', 'the', 'originote', 'special', 'bundle', 'ini', 'kit', 'acne', 'kit', 'glowing', 'kit', 'barrier', 'kit', 'anti', 'aging', 'kit', 'exfoliating', 'kit', 'dan', 'brightening', 'kit', 'dengan', 'harga', 'rp', 'dapat', 'di', 'shopee', 'sekarang']","['cek', 'originote', 'special', 'bundle', 'kit', 'acne', 'kit', 'glowing', 'kit', 'barrier', 'kit', 'anti', 'aging', 'kit', 'exfoliating', 'kit', 'brightening', 'kit', 'harga', 'rp', 'shopee']"
